ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,0.17178224,0.23643163,0.74833256,0.6231561,0.35241717,0.7052491,0.7202883,0.38648054,-0.3469948,0.3296789
2,-0.80591255,-0.62253535,-1.2045252,0.050547246,-0.7278137,-0.1076419,-1.1919335,-1.0202439,-0.87440026,0.011586472
3,1.7578447,1.1245741,1.0397542,1.0720334,2.5428605,1.8684572,1.0056468,1.9969828,0.72507685,2.238546
4,-0.4529114,0.36954793,1.0058708,-0.7183449,1.8873422,-0.4417068,0.9604606,1.798299,0.6704933,-0.9135362
5,0.19891271,-1.1990241,1.0442734,0.4755291,2.2863162,0.25355217,1.0269078,-0.25067118,-0.42256904,1.0634692
6,-1.4948343,-1.7036434,0.4772489,-1.4697791,0.007330009,-1.6265397,0.45900235,0.070837386,-0.9063602,0.08253993
7,1.1367432,0.56728536,-0.08460189,0.012370044,-0.10901964,0.54412735,-0.1034826,0.16987987,1.26668,0.22244033
8,2.1243258,1.252226,0.9282919,1.4334252,-1.5147576,1.4677442,0.89567053,1.0236757,1.7612895,0.5394469
9,1.3765852,1.1046896,0.9553818,1.7784033,-0.55024725,0.9509522,0.94525796,0.32646045,0.9954849,1.065392
10,-0.969194,-0.81199145,-2.4370859,-0.59904534,-1.2003572,-0.63847864,-2.3841932,0.38420886,-0.7221289,-1.1893034
11,0.03594434,0.5202412,0.7759958,0.42689857,1.6616869,-0.24403226,0.74165165,-0.02879007,-0.8294954,1.0378412
12,1.8637121,0.86869997,0.72133225,-0.37922674,1.1550051,0.51896065,0.70579904,1.121941,-0.19461378,1.075123
13,0.58381736,-0.6087988,0.8445385,0.047994744,-1.3725553,2.54641,0.797792,0.7730187,1.4302917,1.8494823
14,-0.19111565,0.9446204,0.58283323,-0.8914144,2.8380916,-0.46102846,0.5764519,0.077102005,-0.7779759,-0.3458542
15,0.5066174,2.032419,0.6407236,1.5821575,-0.2093683,0.1943588,0.5824295,0.8624015,0.5426327,-0.42336434
16,-0.093457945,-0.8157857,1.0982109,-0.7514749,0.5733605,-1.1403998,1.0774317,-0.0742557,-1.6688511,-0.027119985
17,-1.475555,-1.5066705,-0.15318862,-1.5860057,-0.79344213,-0.14312655,-0.16511886,-0.94414157,-0.5358868,-1.417096
18,-0.29460612,-0.47421578,0.3660006,-0.67836326,-0.047807895,-0.18412982,0.35644874,0.9159001,-0.031685498,-1.0328711
19,0.17275406,-0.4320499,0.8418226,-0.68347126,1.7553462,-0.98836017,0.8099353,1.5128025,-1.3320124,1.5756878
20,-0.8361005,-1.5945474,0.4168925,-1.4077442,-0.77566195,-0.81118107,0.40091458,-0.028619088,-1.1828039,-1.7786958
21,0.10748366,-2.14225,0.24960817,-0.9393538,1.7666423,-1.9125832,0.23031782,0.85957223,-0.8393439,0.52835596
22,0.38636675,0.9520907,0.12405986,1.6063137,1.232028,1.8800421,0.10479956,0.744451,0.69916576,1.635558
23,1.0080423,1.6143929,1.2066592,0.8006867,1.5293381,0.3051262,1.1723136,0.8550387,0.18989615,1.3706318
24,0.10290067,0.68419725,0.51300395,0.3731301,-0.99705666,0.26221326,0.5044165,-0.66758025,-0.11127052,-0.040340036
25,-1.4808886,-0.9113448,-0.024053354,-0.5872166,-0.5558617,-0.31412375,-0.013294693,-1.0964509,-0.30154073,0.07198959
26,-0.3940448,-0.5608099,0.01939613,-0.9702798,-0.31177533,0.25591937,0.012957514,-1.2193758,0.072389774,-1.7231383
27,0.75450516,0.33447656,-0.32098067,1.6140218,-1.3539387,0.3653914,-0.3294251,0.6373812,0.40939593,-1.0264821
28,0.2010992,-0.32937214,-0.5187744,-0.6164814,-1.1592139,-0.39113545,-0.50019974,-1.0207578,0.72023326,0.6855718
29,-0.81727284,-1.5211927,-0.41592467,-0.5564643,-0.43943924,-0.7838296,-0.3876548,-1.0071509,-0.5798048,0.2250374
30,-0.1916968,0.1462807,-0.6572444,-0.8324868,-1.7295287,0.16169256,-0.64427483,-0.8562784,-0.12437652,-1.7477887
